count,m,k,n,type,ac_native,b_native,time_ns,gops
0,1,64,1024,RKNN_INT8_MM_INT8_TO_INT32,0,1,61832,2.13115
0,1,64,1024,RKNN_INT8_MM_INT8_TO_INT32,1,0,74082,1.75676
0,1,64,1024,RKNN_INT8_MM_INT8_TO_INT32,1,1,62999,2.09677
0,1,64,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,69416,1.88406
0,1,64,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,61250,2.13115
0,1,64,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,67082,1.9403
0,1,64,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,62708,2.09677
0,1,64,1024,RKNN_INT4_MM_INT4_TO_INT16,0,1,49874,2.65306
0,1,64,1024,RKNN_INT4_MM_INT4_TO_INT16,1,1,93915,1.39785
0,1,64,2048,RKNN_INT8_MM_INT8_TO_INT32,0,0,75541,3.46667
0,1,64,2048,RKNN_INT8_MM_INT8_TO_INT32,0,1,75248,3.46667
0,1,64,2048,RKNN_INT8_MM_INT8_TO_INT32,1,0,78748,3.33333
0,1,64,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,100915,2.6
0,1,64,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,146123,1.78082
0,1,64,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,138248,1.88406
0,1,64,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,140873,1.85714
0,1,64,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,133290,1.95489
0,1,64,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,102665,2.54902
0,1,64,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,108790,2.40741
0,1,64,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,154581,3.37662
0,1,64,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,152539,3.42105
0,1,64,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,149040,3.48993
0,1,64,4096,RKNN_INT8_MM_INT8_TO_INT32,1,1,121623,4.29752
0,1,64,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,151081,3.44371
0,1,64,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,186372,2.7957
0,1,64,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,146414,3.56164
0,1,64,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,136207,3.82353
0,1,64,4096,RKNN_INT4_MM_INT4_TO_INT16,0,1,123665,4.22764
0,1,64,4096,RKNN_INT4_MM_INT4_TO_INT16,1,1,118415,4.40678
0,1,64,8192,RKNN_INT8_MM_INT8_TO_INT32,0,0,233913,4.46352
0,1,64,8192,RKNN_INT8_MM_INT8_TO_INT32,0,1,225746,4.62222
0,1,64,8192,RKNN_INT8_MM_INT8_TO_INT32,1,0,238872,4.36975
0,1,64,8192,RKNN_INT8_MM_INT8_TO_INT32,1,1,183164,5.68306
0,1,64,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,306245,3.39869
0,1,64,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,291370,3.57388
0,1,64,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,299829,3.47826
0,1,64,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,260163,4
0,1,64,8192,RKNN_INT4_MM_INT4_TO_INT16,0,1,132706,7.87879
0,1,64,8192,RKNN_INT4_MM_INT4_TO_INT16,1,1,161872,6.45963
0,1,128,64,RKNN_INT8_MM_INT8_TO_INT32,0,0,88665,0.181818
0,1,128,64,RKNN_INT8_MM_INT8_TO_INT32,0,1,83415,0.192771
0,1,128,64,RKNN_INT8_MM_INT8_TO_INT32,1,0,36750,0.444444
0,1,128,64,RKNN_INT8_MM_INT8_TO_INT32,1,1,78748,0.205128
0,1,128,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,80499,0.2
0,1,128,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,30332,0.533333
0,1,128,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,81374,0.197531
0,1,128,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,92748,0.173913
0,1,128,128,RKNN_INT8_MM_INT8_TO_INT32,0,0,82249,0.390244
0,1,128,128,RKNN_INT8_MM_INT8_TO_INT32,0,1,81373,0.395062
0,1,128,128,RKNN_INT8_MM_INT8_TO_INT32,1,0,79623,0.405063
0,1,128,128,RKNN_INT8_MM_INT8_TO_INT32,1,1,30625,1.06667
0,1,128,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,38208,0.842105
0,1,128,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,83415,0.385542
0,1,128,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,83707,0.385542
0,1,128,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,82248,0.390244
0,1,128,128,RKNN_INT4_MM_INT4_TO_INT16,0,1,78749,0.410256
0,1,128,128,RKNN_INT4_MM_INT4_TO_INT16,1,1,29166,1.10345
0,1,128,256,RKNN_INT8_MM_INT8_TO_INT32,0,0,55416,1.18182
0,1,128,256,RKNN_INT8_MM_INT8_TO_INT32,0,1,87207,0.747126
0,1,128,256,RKNN_INT8_MM_INT8_TO_INT32,1,0,38499,1.71053
0,1,128,256,RKNN_INT8_MM_INT8_TO_INT32,1,1,35000,1.85714
0,1,128,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,40833,1.625
0,1,128,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,90124,0.722222
0,1,128,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,45499,1.44444
0,1,128,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,92457,0.706522
0,1,128,256,RKNN_INT4_MM_INT4_TO_INT16,0,1,30916,2.16667
0,1,128,256,RKNN_INT4_MM_INT4_TO_INT16,1,1,32666,2.03125
0,1,128,512,RKNN_INT8_MM_INT8_TO_INT32,0,0,89249,1.46067
0,1,128,512,RKNN_INT8_MM_INT8_TO_INT32,0,1,91873,1.42857
0,1,128,512,RKNN_INT8_MM_INT8_TO_INT32,1,0,95374,1.36842
0,1,128,512,RKNN_INT8_MM_INT8_TO_INT32,1,1,97707,1.34021
0,1,128,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,102081,1.27451
0,1,128,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,46374,2.82609
0,1,128,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,49583,2.65306
0,1,128,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,53374,2.45283
0,1,128,512,RKNN_INT4_MM_INT4_TO_INT16,0,1,91874,1.42857
0,1,128,512,RKNN_INT4_MM_INT4_TO_INT16,1,1,39083,3.33333
0,1,128,1024,RKNN_INT8_MM_INT8_TO_INT32,0,0,108790,2.41667
0,1,128,1024,RKNN_INT8_MM_INT8_TO_INT32,0,1,58041,4.5
0,1,128,1024,RKNN_INT8_MM_INT8_TO_INT32,1,0,347953,0.752161
0,1,128,1024,RKNN_INT8_MM_INT8_TO_INT32,1,1,114623,2.28947
0,1,128,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,77582,3.38961
0,1,128,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,78749,3.34615
0,1,128,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,130665,2.00769
0,1,128,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,77873,3.38961
0,1,128,1024,RKNN_INT4_MM_INT4_TO_INT16,0,1,100332,2.61
0,1,128,1024,RKNN_INT4_MM_INT4_TO_INT16,1,1,51916,5.11765
0,1,128,2048,RKNN_INT8_MM_INT8_TO_INT32,0,0,96249,5.4375
0,1,128,2048,RKNN_INT8_MM_INT8_TO_INT32,0,1,96832,5.4375
0,1,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,0,101790,5.16832
0,1,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,98873,5.32653
0,1,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,138540,3.78261
0,1,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,119582,4.38655
0,1,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,178789,2.93258
0,1,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,168581,3.10714
0,1,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,75248,6.96
0,1,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,75249,6.96
0,1,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,146706,7.15068
0,1,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,141457,7.40426
0,1,128,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,199789,5.24623
0,1,128,4096,RKNN_INT8_MM_INT8_TO_INT32,1,1,141164,7.40426
0,1,128,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,272121,3.83824
0,1,128,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,269787,3.88104
0,1,128,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,274746,3.81022
0,1,128,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,229830,4.55895
0,1,128,4096,RKNN_INT4_MM_INT4_TO_INT16,0,1,152539,6.86842
0,1,128,4096,RKNN_INT4_MM_INT4_TO_INT16,1,1,112290,9.32143
0,1,128,8192,RKNN_INT8_MM_INT8_TO_INT32,0,0,310037,6.73548
0,1,128,8192,RKNN_INT8_MM_INT8_TO_INT32,0,1,303621,6.89109
0,1,128,8192,RKNN_INT8_MM_INT8_TO_INT32,1,0,319954,6.54545
0,1,128,8192,RKNN_INT8_MM_INT8_TO_INT32,1,1,307120,6.8013
0,1,128,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,412994,5.06796
0,1,128,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,438660,4.76712
0,1,128,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,452660,4.61947
0,1,128,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,438661,4.76712
0,1,128,8192,RKNN_INT4_MM_INT4_TO_INT16,0,1,209122,9.99043
0,1,128,8192,RKNN_INT4_MM_INT4_TO_INT16,1,1,216705,9.66667
0,1,256,64,RKNN_INT8_MM_INT8_TO_INT32,0,0,93040,0.344086
0,1,256,64,RKNN_INT8_MM_INT8_TO_INT32,0,1,87207,0.367816
0,1,256,64,RKNN_INT8_MM_INT8_TO_INT32,1,0,83415,0.385542
0,1,256,64,RKNN_INT8_MM_INT8_TO_INT32,1,1,81374,0.395062
0,1,256,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,39666,0.820513
0,1,256,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,35874,0.914286
0,1,256,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,35875,0.914286
0,1,256,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,37916,0.864865
0,1,256,128,RKNN_INT8_MM_INT8_TO_INT32,0,0,85166,0.764706
0,1,256,128,RKNN_INT8_MM_INT8_TO_INT32,0,1,84290,0.77381
0,1,256,128,RKNN_INT8_MM_INT8_TO_INT32,1,0,39083,1.66667
0,1,256,128,RKNN_INT8_MM_INT8_TO_INT32,1,1,62708,1.04839
0,1,256,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,88373,0.738636
0,1,256,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,86624,0.755814
0,1,256,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,85165,0.764706
0,1,256,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,85457,0.764706
0,1,256,128,RKNN_INT4_MM_INT4_TO_INT16,0,1,79041,0.822785
0,1,256,128,RKNN_INT4_MM_INT4_TO_INT16,1,1,82249,0.792683
0,1,256,256,RKNN_INT8_MM_INT8_TO_INT32,0,0,91874,1.42857
0,1,256,256,RKNN_INT8_MM_INT8_TO_INT32,0,1,65041,2
0,1,256,256,RKNN_INT8_MM_INT8_TO_INT32,1,0,92457,1.41304
0,1,256,256,RKNN_INT8_MM_INT8_TO_INT32,1,1,90707,1.44444
0,1,256,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,95957,1.36842
0,1,256,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,97707,1.34021
0,1,256,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,99165,1.31313
0,1,256,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,97124,1.34021
0,1,256,256,RKNN_INT4_MM_INT4_TO_INT16,0,1,63874,2.06349
0,1,256,256,RKNN_INT4_MM_INT4_TO_INT16,1,1,62999,2.09677
0,1,256,512,RKNN_INT8_MM_INT8_TO_INT32,0,0,99165,2.63636
0,1,256,512,RKNN_INT8_MM_INT8_TO_INT32,0,1,55708,4.74545
0,1,256,512,RKNN_INT8_MM_INT8_TO_INT32,1,0,76123,3.43421
0,1,256,512,RKNN_INT8_MM_INT8_TO_INT32,1,1,72915,3.625
0,1,256,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,118998,2.21186
0,1,256,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,114332,2.28947
0,1,256,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,93624,2.80645
0,1,256,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,81665,3.22222
0,1,256,512,RKNN_INT4_MM_INT4_TO_INT16,0,1,71749,3.67606
0,1,256,512,RKNN_INT4_MM_INT4_TO_INT16,1,1,64749,4.07812
0,1,256,1024,RKNN_INT8_MM_INT8_TO_INT32,0,0,127748,4.11811
0,1,256,1024,RKNN_INT8_MM_INT8_TO_INT32,0,1,127748,4.11811
0,1,256,1024,RKNN_INT8_MM_INT8_TO_INT32,1,0,97124,5.39175
0,1,256,1024,RKNN_INT8_MM_INT8_TO_INT32,1,1,83999,6.3012
0,1,256,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,121623,4.32231
0,1,256,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,163623,3.20859
0,1,256,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,127748,4.11811
0,1,256,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,114332,4.58772
0,1,256,1024,RKNN_INT4_MM_INT4_TO_INT16,0,1,81374,6.45679
0,1,256,1024,RKNN_INT4_MM_INT4_TO_INT16,1,1,60666,8.71667
0,1,256,2048,RKNN_INT8_MM_INT8_TO_INT32,0,0,140289,7.47143
0,1,256,2048,RKNN_INT8_MM_INT8_TO_INT32,0,1,188123,5.56383
0,1,256,2048,RKNN_INT8_MM_INT8_TO_INT32,1,0,147581,7.11565
0,1,256,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,132414,7.92424
0,1,256,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,256955,4.08594
0,1,256,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,202122,5.17822
0,1,256,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,258121,4.05426
0,1,256,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,195414,5.3641
0,1,256,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,139123,7.52518
0,1,256,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,137373,7.63504
0,1,256,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,262496,7.98855
0,1,256,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,206206,10.1602
0,1,256,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,261913,8.01916
0,1,256,4096,RKNN_INT8_MM_INT8_TO_INT32,1,1,252288,8.30556
0,1,256,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,374786,5.59626
0,1,256,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,378869,5.53704
0,1,256,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,355536,5.89577
0,1,256,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,382078,5.47906
0,1,256,4096,RKNN_INT4_MM_INT4_TO_INT16,0,1,180248,11.6278
0,1,256,4096,RKNN_INT4_MM_INT4_TO_INT16,1,1,192206,10.901
0,1,256,8192,RKNN_INT8_MM_INT8_TO_INT32,0,0,444493,9.42793
0,1,256,8192,RKNN_INT8_MM_INT8_TO_INT32,0,1,417077,10.0384
0,1,256,8192,RKNN_INT8_MM_INT8_TO_INT32,1,0,443327,9.44921
0,1,256,8192,RKNN_INT8_MM_INT8_TO_INT32,1,1,421452,9.94299
0,1,256,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,691823,6.05789
0,1,256,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,682490,6.13783
0,1,256,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,699406,5.98856
0,1,256,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,677240,6.18316
0,1,256,8192,RKNN_INT4_MM_INT4_TO_INT16,0,1,278246,15.0576
0,1,256,8192,RKNN_INT4_MM_INT4_TO_INT16,1,1,294287,14.2381
0,1,512,64,RKNN_INT8_MM_INT8_TO_INT32,0,0,98582,0.663265
0,1,512,64,RKNN_INT8_MM_INT8_TO_INT32,0,1,90707,0.722222
0,1,512,64,RKNN_INT8_MM_INT8_TO_INT32,1,0,85458,0.764706
0,1,512,64,RKNN_INT8_MM_INT8_TO_INT32,1,1,84582,0.77381
0,1,512,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,91290,0.714286
0,1,512,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,87499,0.747126
0,1,512,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,90124,0.722222
0,1,512,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,85457,0.764706
0,1,512,128,RKNN_INT8_MM_INT8_TO_INT32,0,0,87207,1.49425
0,1,512,128,RKNN_INT8_MM_INT8_TO_INT32,0,1,86040,1.51163
0,1,512,128,RKNN_INT8_MM_INT8_TO_INT32,1,0,88082,1.47727
0,1,512,128,RKNN_INT8_MM_INT8_TO_INT32,1,1,85749,1.52941
0,1,512,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,102956,1.27451
0,1,512,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,98582,1.32653
0,1,512,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,52791,2.5
0,1,512,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,99166,1.31313
0,1,512,128,RKNN_INT4_MM_INT4_TO_INT16,0,1,88374,1.47727
0,1,512,128,RKNN_INT4_MM_INT4_TO_INT16,1,1,85748,1.52941
0,1,512,256,RKNN_INT8_MM_INT8_TO_INT32,0,0,102374,2.55882
0,1,512,256,RKNN_INT8_MM_INT8_TO_INT32,0,1,99456,2.63636
0,1,512,256,RKNN_INT8_MM_INT8_TO_INT32,1,0,101499,2.58416
0,1,512,256,RKNN_INT8_MM_INT8_TO_INT32,1,1,101498,2.58416
0,1,512,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,119873,2.19328
0,1,512,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,114624,2.28947
0,1,512,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,123374,2.12195
0,1,512,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,119581,2.19328
0,1,512,256,RKNN_INT4_MM_INT4_TO_INT16,0,1,89832,2.93258
0,1,512,256,RKNN_INT4_MM_INT4_TO_INT16,1,1,93040,2.80645
0,1,512,512,RKNN_INT8_MM_INT8_TO_INT32,0,0,124540,4.21774
0,1,512,512,RKNN_INT8_MM_INT8_TO_INT32,0,1,123081,4.25203
0,1,512,512,RKNN_INT8_MM_INT8_TO_INT32,1,0,123956,4.25203
0,1,512,512,RKNN_INT8_MM_INT8_TO_INT32,1,1,123082,4.25203
0,1,512,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,165665,3.1697
0,1,512,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,161289,3.24845
0,1,512,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,168581,3.1131
0,1,512,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,161873,3.24845
0,1,512,512,RKNN_INT4_MM_INT4_TO_INT16,0,1,106165,4.93396
0,1,512,512,RKNN_INT4_MM_INT4_TO_INT16,1,1,66207,7.92424
0,1,512,1024,RKNN_INT8_MM_INT8_TO_INT32,0,0,176456,5.94886
0,1,512,1024,RKNN_INT8_MM_INT8_TO_INT32,0,1,170039,6.15882
0,1,512,1024,RKNN_INT8_MM_INT8_TO_INT32,1,0,164789,6.38415
0,1,512,1024,RKNN_INT8_MM_INT8_TO_INT32,1,1,165081,6.34545
0,1,512,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,263371,3.98099
0,1,512,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,241205,4.3444
0,1,512,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,201247,5.20896
0,1,512,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,244705,4.29098
0,1,512,1024,RKNN_INT4_MM_INT4_TO_INT16,0,1,93040,11.2581
0,1,512,1024,RKNN_INT4_MM_INT4_TO_INT16,1,1,140581,7.47857
0,1,512,2048,RKNN_INT8_MM_INT8_TO_INT32,0,0,202997,10.3713
0,1,512,2048,RKNN_INT8_MM_INT8_TO_INT32,0,1,251704,8.34661
0,1,512,2048,RKNN_INT8_MM_INT8_TO_INT32,1,0,254038,8.24803
0,1,512,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,247038,8.48178
0,1,512,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,398119,5.26382
0,1,512,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,372453,5.63172
0,1,512,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,385578,5.44156
0,1,512,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,365161,5.73973
0,1,512,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,129790,16.2403
0,1,512,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,142623,14.7535
0,1,512,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,361370,11.6066
0,1,512,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,380328,11.0263
0,1,512,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,414744,10.1208
0,1,512,4096,RKNN_INT8_MM_INT8_TO_INT32,1,1,380327,11.0263
